Lang,Country_Code,Country_Label,Collection_Code,Collection_Label,Indicator_Code,Indicator_Label,Unit_Measure_Code,Unit_Measure_Label,Unit_Multiplier_Code,Unit_Multiplier_Label,Currency_Code,Currency_Label,Source_Code,Source_Label,Survey_Code,Survey_Label,Sex_Item_Code,Sex_Item_Label,Classif1_Version_Item_Code,Classif1_Version_Label,Classif1_Item_Label,Classif2_Version_Item_Code,Classif2_Version_Label,Classif2_Item_Label,Classif3_Version_Item_Code,Classif3_Version_Label,Classif3_Item_Label,Classif4_Version_Item_Code,Classif4_Version_Label,Classif4_Item_Label,Classif5_Version_Item_Code,Classif5_Version_Label,Classif5_Item_Label,Time,Obs_Value,Flag_Code,Flag_Label,Notes_Source_Code,Notes_Source_Label,Notes_Indicator_Code,Notes_Indicator_Label,Notes_Classif_Code,Notes_Classif_Label
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,Manufacturing,,,,,,,,,,,,,2013,35.392,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,"Mining and quarrying; Electricity, gas and water supply",,,,,,,,,,,,,2013,18.747,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,,,,,,,,,,,,2013,137.399,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,"Public Administration, Community, Social and other Services and Activities",,,,,,,,,,,,,2013,77.961,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,Total,,,,,,,,,,,,,2013,546.009,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,Not classified,,,,,,,,,,,,,2013,1.959,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_T,Total,ECO_AGGREGATE,Aggregate categories of economic activity,Agriculture,,,,,,,,,,,,,2013,442.787,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_T,Total,ECO_AGGREGATE,Aggregate categories of economic activity,Construction,,,,,,,,,,,,,2013,72.436,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_T,Total,ECO_AGGREGATE,Aggregate categories of economic activity,Manufacturing,,,,,,,,,,,,,2013,75.748,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_T,Total,ECO_AGGREGATE,Aggregate categories of economic activity,"Mining and quarrying; Electricity, gas and water supply",,,,,,,,,,,,,2013,21.795,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_T,Total,ECO_AGGREGATE,Aggregate categories of economic activity,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,,,,,,,,,,,,2013,211.987,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_T,Total,ECO_AGGREGATE,Aggregate categories of economic activity,"Public Administration, Community, Social and other Services and Activities",,,,,,,,,,,,,2013,163.545,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_T,Total,ECO_AGGREGATE,Aggregate categories of economic activity,Total,,,,,,,,,,,,,2013,992.029,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Labour Force Survey,SEX_T,Total,ECO_AGGREGATE,Aggregate categories of economic activity,Not classified,,,,,,,,,,,,,2013,3.731,,,S3:5,Data reference period:Annual average,,,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,EA,Official estimate,,Official Estimates,SEX_T,Total,ECO_AGGREGATE,Aggregate categories of economic activity,Agriculture,,,,,,,,,,,,,2013,635.541,,,,,I12:415,Frequency:Quarterly,,
en,ALB,Albania,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,EA,Official estimate,,Official Estimates,SEX_T,Total,ECO_AGGREGATE,Aggregate categories of economic activity,Total,,,,,,,,,,,,,2013,926.304,,,,,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_AGGREGATE,Aggregate categories of economic activity,Agriculture,,,,,,,,,,,,,2013,10.372,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_AGGREGATE,Aggregate categories of economic activity,Construction,,,,,,,,,,,,,2013,27.325,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_AGGREGATE,Aggregate categories of economic activity,Manufacturing,,,,,,,,,,,,,2013,359.514,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_AGGREGATE,Aggregate categories of economic activity,"Mining and quarrying; Electricity, gas and water supply",,,,,,,,,,,,,2013,22.454,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_AGGREGATE,Aggregate categories of economic activity,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,,,,,,,,,,,,2013,1524.17,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_AGGREGATE,Aggregate categories of economic activity,"Public Administration, Community, Social and other Services and Activities",,,,,,,,,,,,,2013,2168.28,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_AGGREGATE,Aggregate categories of economic activity,Total,,,,,,,,,,,,,2013,4545.91,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_AGGREGATE,Aggregate categories of economic activity,Not classified,,,,,,,,,,,,,2013,37.594,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)","Agriculture, forestry and fishing",,,,,,,,,,,,,2013,10.372,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Mining and quarrying,,,,,,,,,,,,,2013,5.372,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Manufacturing,,,,,,,,,,,,,2013,359.514,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)","Electricity, gas, steam and air conditioning supply",,,,,,,,,,,,,2013,6.115,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)","Water supply; sewerage, waste management and remediation activities",,,,,,,,,,,,,2013,10.968,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Construction,,,,,,,,,,,,,2013,27.325,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Wholesale and retail trade; repair of motor vehicles and motorcycles,,,,,,,,,,,,,2013,769.082,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Transportation and storage,,,,,,,,,,,,,2013,56.966,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Accommodation and food service activities,,,,,,,,,,,,,2013,176.684,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Information and communication,,,,,,,,,,,,,2013,69.948,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Financial and insurance activities,,,,,,,,,,,,,2013,101.698,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Real estate activities,,,,,,,,,,,,,2013,18.968,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)","Professional, scientific and technical activities",,,,,,,,,,,,,2013,219.914,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Administrative and support service activities,,,,,,,,,,,,,2013,110.911,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Public administration and defence; compulsory social security,,,,,,,,,,,,,2013,380.774,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Education,,,,,,,,,,,,,2013,666.557,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Human health and social work activities,,,,,,,,,,,,,2013,417.197,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)","Arts, entertainment and recreation",,,,,,,,,,,,,2013,83.283,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Other service activities,,,,,,,,,,,,,2013,232.887,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,,,,,,,,,,,,,2013,782.643,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Total,,,,,,,,,,,,,2013,4545.91,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_F,Female,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)",Not elsewhere classified,,,,,,,,,,,,,2013,37.594,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,Agriculture,,,,,,,,,,,,,2013,56.847,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,Construction,,,,,,,,,,,,,2013,954.578,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,Manufacturing,,,,,,,,,,,,,2013,1086.446,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,"Mining and quarrying; Electricity, gas and water supply",,,,,,,,,,,,,2013,148.664,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,"Trade, Transportation, Accommodation and Food, and Business and Administrative Services",,,,,,,,,,,,,2013,2818.483,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,"Public Administration, Community, Social and other Services and Activities",,,,,,,,,,,,,2013,1268.228,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,Total,,,,,,,,,,,,,2013,6396.938,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_M,Male,ECO_AGGREGATE,Aggregate categories of economic activity,Not classified,,,,,,,,,,,,,2013,51.455,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
en,ARG,Argentina,YI,Yearly indicators,EMP_TEMP_SEX_ECO_NB,Employment by sex and economic activity,PS,Persons,3,Thousands,,,BA,Labour force survey,,Encuesta Permanente de Hogares,SEX_M,Male,ECO_ISIC4,"International Standard Industrial Classification of all economic activities, Revision 4 (ISIC Rev.4)","Agriculture, forestry and fishing",,,,,,,,,,,,,2013,56.847,,,S4:33,Geographical coverage:Main cities or metropolitan areas,I12:415,Frequency:Quarterly,,
